交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2021082822001456951416434352	,1010001983812580291125248	,2021-08-28 11:21:34 ,2021-08-28 11:21:34 ,2021-08-28 11:21:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,货拉拉             ,货拉拉订单支付             ,177.95  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210828301005721951 	,                    	,2021-08-28 03:01:12 ,                    ,2021-08-28 03:01:12 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.27-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082722001156951416213834	,11190600721082718938542714416	,2021-08-27 19:41:39 ,2021-08-27 19:41:44 ,2021-08-27 19:41:46 ,淘宝        ,支付宝担保交易         ,上海拉扎斯信息科技有限公司   ,和府捞面 2张 2元无门槛代金券    ,0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082722001156951416637331	,11190600721082718938541714416	,2021-08-27 19:41:39 ,2021-08-27 19:41:44 ,2021-08-27 19:59:12 ,淘宝        ,支付宝担保交易         ,饿了么             ,和府捞面(北京新中关村店)外卖订单   ,38.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082722001456951415860803	,20210827175840782608	,2021-08-27 17:58:41 ,2021-08-27 17:58:41 ,2021-08-27 17:58:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,亿通行-北京公交8月27日17:42扫码乘车，乘车记录请前往亿通行APP内查看,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082722001456951415602508	,210_202108274792494601504915	,2021-08-27 17:27:59 ,2021-08-27 17:27:59 ,2021-08-27 17:27:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-李师傅-08月27日行程   ,26.20   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082722001156951415563694	,11110600721082774092357714416	,2021-08-27 11:43:38 ,2021-08-27 11:43:43 ,2021-08-27 12:16:59 ,淘宝        ,支付宝担保交易         ,饿了么             ,和府捞面(北京中关村店)外卖订单    ,34.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082722001156951415182078	,11090600721082717142987714416	,2021-08-27 09:29:01 ,2021-08-27 09:29:05 ,2021-08-27 09:37:41 ,淘宝        ,支付宝担保交易         ,饿了么             ,高济药房(中关村店)          ,63.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210827394231783951 	,                    	,2021-08-27 02:52:39 ,                    ,2021-08-27 02:52:39 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.26-收益发放 ,0.27    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082622001156951415238589	,11180600721082603671829714416	,2021-08-26 18:00:38 ,2021-08-26 18:00:43 ,2021-08-26 18:25:33 ,淘宝        ,支付宝担保交易         ,饿了么             ,和府捞面(北京中关村店)外卖订单    ,41.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001156951413558093	,11120600721082631465522714416	,2021-08-26 12:47:03 ,2021-08-26 12:47:08 ,2021-08-26 12:47:10 ,淘宝        ,支付宝担保交易         ,上海拉扎斯信息科技有限公司   ,和府捞面 2张 2元无门槛代金券    ,0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001156951414416158	,11120600721082631465521714416	,2021-08-26 12:47:03 ,2021-08-26 12:47:08 ,2021-08-26 13:13:49 ,淘宝        ,支付宝担保交易         ,饿了么             ,和府捞面(北京新中关村店)外卖订单   ,39.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001456951414452703	,210_202108265767095501911764	,2021-08-26 12:02:56 ,2021-08-26 12:02:57 ,2021-08-26 12:02:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-贾师傅-08月26日行程   ,13.58   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001456951414305400	,CCZ0002103642002021082610570856	,2021-08-26 10:57:09 ,2021-08-26 10:57:10 ,2021-11-27 10:57:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京市海淀医院         ,患者李昕自助缴费            ,128.14  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001456951414335624	,CCZ0002103642002021082610491664	,2021-08-26 10:49:16 ,2021-08-26 10:49:17 ,2021-11-27 10:49:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京市海淀医院         ,患者李昕自助挂号            ,70.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001456951414310099	,210_202108268737546101148103	,2021-08-26 10:44:33 ,2021-08-26 10:44:34 ,2021-08-26 10:44:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-赵师傅-08月26日行程   ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001156951413647439	,11090600721082666729706714416	,2021-08-26 09:07:00 ,2021-08-26 09:07:06 ,2021-08-26 09:39:27 ,淘宝        ,支付宝担保交易         ,饿了么             ,晋汉子刀削面(苏州街店)外卖订单    ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082622001156951414385724	,11090600721082666729707714416	,2021-08-26 09:07:00 ,2021-08-26 09:07:06 ,2021-08-26 09:07:09 ,淘宝        ,支付宝担保交易         ,饿了么             ,饿了么准时达              ,0.17    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210826387071232951 	,                    	,2021-08-26 02:38:14 ,                    ,2021-08-26 02:38:14 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.25-收益发放 ,0.29    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082522001156951414102114	,11170600721082594362905714416	,2021-08-25 17:42:10 ,2021-08-25 17:42:16 ,2021-08-25 18:18:31 ,淘宝        ,支付宝担保交易         ,饿了么             ,米已成粥(清华大学店)外卖订单     ,17.76   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082522001156951412827427	,11090600721082576194990714416	,2021-08-25 09:43:07 ,2021-08-25 09:43:12 ,2021-08-25 10:10:09 ,淘宝        ,支付宝担保交易         ,饿了么             ,米已成粥(清华大学店)外卖订单     ,11.76   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210825380827694951 	,                    	,2021-08-25 02:54:11 ,                    ,2021-08-25 02:54:11 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.24-收益发放 ,0.29    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082422001456951412479439	,210_202108246427604801774018	,2021-08-24 20:20:42 ,2021-08-24 20:20:43 ,2021-08-24 20:20:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-翟师傅-08月24日行程   ,14.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001156951412803169	,11200600721082420575201714416	,2021-08-24 20:17:08 ,2021-08-24 20:17:18 ,2021-08-24 20:44:03 ,淘宝        ,支付宝担保交易         ,饿了么             ,米已成粥(清华大学店)外卖订单     ,17.96   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001456951412561312	,CCZ0002103642002021082420020248	,2021-08-24 20:02:02 ,2021-08-24 20:02:03 ,2021-11-25 20:02:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京市海淀医院         ,患者李昕自助缴费            ,142.03  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001456951412643237	,CCZ0002103642002021082418544013	,2021-08-24 18:54:40 ,2021-08-24 18:54:41 ,2021-11-25 18:55:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京市海淀医院         ,患者李昕自助缴费            ,348.91  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001456951411425237	,CCZ0002103642002021082418385316	,2021-08-24 18:38:53 ,2021-08-24 18:38:53 ,2021-11-25 18:39:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京市海淀医院         ,患者李昕自助挂号            ,70.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001456951412625265	,210_202108249944198301484725	,2021-08-24 18:29:54 ,2021-08-24 18:29:54 ,2021-08-24 18:29:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-范师傅-08月24日行程   ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001156951411296728	,11140600721082441628580714416	,2021-08-24 14:06:22 ,2021-08-24 14:06:26 ,2021-08-24 14:34:49 ,淘宝        ,支付宝担保交易         ,饿了么             ,米已成粥(清华大学店)外卖订单     ,17.86   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082422001156951411272876	,11080600721082467858696714416	,2021-08-24 08:42:01 ,2021-08-24 08:42:11 ,2021-08-24 08:49:52 ,淘宝        ,支付宝担保交易         ,饿了么             ,高济药房(中关村店)          ,23.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210824369020505951 	,                    	,2021-08-24 02:39:31 ,                    ,2021-08-24 02:39:31 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.23-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082322001456951411202809	,20210823211140674608	,2021-08-23 21:11:41 ,2021-08-23 21:15:02 ,2021-08-23 21:15:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,亿通行-北京公交8月23日21:07扫码乘车，乘车记录请前往亿通行APP内查看,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210823367125551951 	,                    	,2021-08-23 02:23:21 ,                    ,2021-08-23 02:23:21 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.22-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021082222001156951409589221	,11120600721082291780860714416	,2021-08-22 12:54:10 ,2021-08-22 12:54:15 ,2021-08-22 13:13:20 ,淘宝        ,支付宝担保交易         ,饿了么             ,瑞幸咖啡luckin coffee(财智国际大厦店)外卖订单,13.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021082222001156951409651999	,11120600721082288828420714416	,2021-08-22 12:46:33 ,2021-08-22 12:46:37 ,2021-08-22 13:15:36 ,淘宝        ,支付宝担保交易         ,饿了么             ,大阪の豚骨拉面(第10档口中电美食城)外卖订单,36.49   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210822356121677951 	,                    	,2021-08-22 02:15:18 ,                    ,2021-08-22 02:15:18 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.21-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210821351630046951 	,                    	,2021-08-21 02:24:28 ,                    ,2021-08-21 02:24:28 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.20-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210820346389950951 	,                    	,2021-08-20 03:08:15 ,                    ,2021-08-20 03:08:15 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.19-收益发放 ,0.35    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210819339822077951 	,                    	,2021-08-19 02:38:29 ,                    ,2021-08-19 02:38:29 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.18-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210818328409840951 	,                    	,2021-08-18 02:14:14 ,                    ,2021-08-18 02:14:14 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.17-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210817326324503951 	,                    	,2021-08-17 02:42:38 ,                    ,2021-08-17 02:42:38 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.16-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210816315303915951 	,                    	,2021-08-16 02:35:25 ,                    ,2021-08-16 02:35:25 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.15-收益发放 ,0.30    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021081522001156951403413297	,11220600721081594430400714416	,2021-08-15 22:27:39 ,2021-08-15 22:27:43 ,2021-08-15 23:19:10 ,淘宝        ,支付宝担保交易         ,饿了么             ,第一佳大鸡排(五道口店)外卖订单    ,23.99   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210815313712720951 	,                    	,2021-08-15 02:40:40 ,                    ,2021-08-15 02:40:40 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.14-收益发放 ,0.30    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210814307800345951 	,                    	,2021-08-14 04:09:12 ,                    ,2021-08-14 04:09:12 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.13-收益发放 ,0.30    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210813300484257951 	,                    	,2021-08-13 02:42:36 ,                    ,2021-08-13 02:42:36 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.12-收益发放 ,0.30    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021081122001456951458555336_20210812000000022000000050365279	,20210811103703U50821926544562635	,2021-08-12 17:43:26 ,                    ,2021-08-12 17:43:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,退款-美团订单-21081111100300000029766983299943,369.00  ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021081222001456951400161787	,CPR2108121618247321250103928M	,2021-08-12 16:18:24 ,2021-08-12 16:18:25 ,2021-08-12 16:18:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行卡自动续费         ,12.78   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021081222001156951459647474	,11110600721081230478146714416	,2021-08-12 11:59:34 ,2021-08-12 11:59:39 ,2021-08-12 12:36:02 ,淘宝        ,支付宝担保交易         ,饿了么             ,海盗虾饭·小龙虾饭(食宝街二期店)外卖订单,30.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210812394583788951 	,                    	,2021-08-12 02:59:33 ,                    ,2021-08-12 02:59:33 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.11-收益发放 ,0.30    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021081122001456951458555336	,20210811103703U50821926544562635	,2021-08-11 10:37:09 ,2021-08-11 10:37:09 ,2021-08-12 17:43:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-21081111100300000029766983299943,369.00  ,支出      ,交易关闭    ,0.00     ,369.00   ,                    ,已支出      ,
2021081122001456951458979521_20210811000000022000000047882578	,20210811102512U21173062656558499	,2021-08-11 10:33:09 ,                    ,2021-08-11 10:33:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,退款-美团订单-21081111100300000029767179469943,369.00  ,其他      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021081122001456951458979521	,20210811102512U21173062656558499	,2021-08-11 10:25:19 ,2021-08-11 10:25:19 ,2021-08-11 10:33:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-21081111100300000029767179469943,369.00  ,支出      ,交易关闭    ,0.00     ,369.00   ,                    ,已支出      ,
20210811379791050951 	,                    	,2021-08-11 02:25:43 ,                    ,2021-08-11 02:25:43 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.10-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210810378052761951 	,                    	,2021-08-10 02:39:29 ,                    ,2021-08-10 02:39:29 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.09-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210809371499394951 	,                    	,2021-08-09 03:05:26 ,                    ,2021-08-09 03:05:26 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.08-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210808364622815951 	,                    	,2021-08-08 02:24:18 ,                    ,2021-08-08 02:24:18 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.07-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210807358466421951 	,                    	,2021-08-07 03:12:21 ,                    ,2021-08-07 03:12:21 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.06-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210806346187967951 	,                    	,2021-08-06 02:51:46 ,                    ,2021-08-06 02:51:46 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.05-收益发放 ,0.32    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021080522001156951454203480	,11180600721080555061491714416	,2021-08-05 18:04:15 ,2021-08-05 18:04:21 ,2021-08-05 18:36:57 ,淘宝        ,支付宝担保交易         ,饿了么             ,啊臻味道米粉(第10档学府美食城)外卖订单,21.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021080522001156951453321415	,11120600721080581145012714416	,2021-08-05 12:34:23 ,2021-08-05 12:34:28 ,2021-08-05 13:02:33 ,淘宝        ,支付宝担保交易         ,饿了么             ,CoCo茶饮(五道口店)外卖订单    ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021080522001156951453214810	,11120600721080546990986714416	,2021-08-05 12:31:19 ,2021-08-05 12:31:29 ,2021-08-05 13:14:39 ,淘宝        ,支付宝担保交易         ,饿了么             ,大阪の豚骨拉面(第10档口中电美食城)外卖订单,27.24   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021080522001456951452735016	,210_202108054438102701510039	,2021-08-05 11:17:23 ,2021-08-05 11:17:24 ,2021-08-05 11:17:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-王师傅-08月05日行程   ,23.45   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021080522001456951452265960	,210_202108056838098901902270	,2021-08-05 10:48:03 ,2021-08-05 10:48:04 ,2021-08-05 10:48:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-张师傅-08月05日行程   ,15.71   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210805344316171951 	,                    	,2021-08-05 02:48:44 ,                    ,2021-08-05 02:48:44 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.04-收益发放 ,0.33    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210804337671535951 	,                    	,2021-08-04 02:57:17 ,                    ,2021-08-04 02:57:17 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.03-收益发放 ,0.23    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210803331027805951 	,                    	,2021-08-03 02:45:38 ,                    ,2021-08-03 02:45:38 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.02-收益发放 ,0.04    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210802009130100010950051482622	,LC2021080218375220887229826569554368	,2021-08-02 18:37:52 ,2021-08-02 18:37:56 ,2021-08-02 18:37:52 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-单次转入            ,2000.00 ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021080222001456951449674077	,21080230547811497329	,2021-08-02 09:55:15 ,2021-08-02 09:55:15 ,2021-08-02 09:55:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,超级吃货卡订单：1500000045484882629,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210802324167435951 	,                    	,2021-08-02 02:28:19 ,                    ,2021-08-02 02:28:19 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.08.01-收益发放 ,0.04    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210801314028979951 	,                    	,2021-08-01 02:44:25 ,                    ,2021-08-01 02:44:25 ,支付宝网站     ,即时到账交易          ,华泰柏瑞基金管理有限公司    ,余额宝-2021.07.31-收益发放 ,0.04    ,其他      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
